Brand,Model,Year,Price,Trim,URL,Image Paths,Length (mm),Width (mm),Height (mm),Wheelbase (mm),Number of Seats,Combined Maximum Power (HP @ RPM),Combined Maximum Torque (N.m @ RPM),Maximum Speed (Km/h),Acceleration (0 - 100 km/h),Fuel Tank Capacity (Litre),Combined Fuel/Energy Consumption (Liter/100 KM),Cylinders,Recommend Fuel Grade,Number of Gears
Arcfox,KOALA S,2026,"1,199,900 EGP",Pro,https://www.contactcars.com/en/new-cars/arcfox-koala_s/0ef72ca8ce43,images\Arcfox KOALA S 2026\car_img_1.jpg; images\Arcfox KOALA S 2026\car_img_2.jpg; images\Arcfox KOALA S 2026\car_img_3.jpg; images\Arcfox KOALA S 2026\car_img_4.jpg; images\Arcfox KOALA S 2026\car_img_5.jpg; images\Arcfox KOALA S 2026\car_img_6.jpg; images\Arcfox KOALA S 2026\car_img_7.jpg; images\Arcfox KOALA S 2026\car_img_8.jpg; images\Arcfox KOALA S 2026\car_img_9.jpg; images\Arcfox KOALA S 2026\car_img_10.jpg; images\Arcfox KOALA S 2026\car_img_11.jpg; images\Arcfox KOALA S 2026\car_img_12.jpg; images\Arcfox KOALA S 2026\car_img_13.jpg; images\Arcfox KOALA S 2026\car_img_14.jpg; images\Arcfox KOALA S 2026\car_img_15.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arcfox,KOALA S,2026,"1,124,900 EGP",Air,https://www.contactcars.com/en/new-cars/arcfox-koala_s/5dac3b9fa3df,images\Arcfox KOALA S 2026\car_img_1.jpg; images\Arcfox KOALA S 2026\car_img_2.jpg; images\Arcfox KOALA S 2026\car_img_3.jpg; images\Arcfox KOALA S 2026\car_img_4.jpg; images\Arcfox KOALA S 2026\car_img_5.jpg; images\Arcfox KOALA S 2026\car_img_6.jpg; images\Arcfox KOALA S 2026\car_img_7.jpg; images\Arcfox KOALA S 2026\car_img_8.jpg; images\Arcfox KOALA S 2026\car_img_9.jpg; images\Arcfox KOALA S 2026\car_img_10.jpg; images\Arcfox KOALA S 2026\car_img_11.jpg; images\Arcfox KOALA S 2026\car_img_12.jpg; images\Arcfox KOALA S 2026\car_img_13.jpg; images\Arcfox KOALA S 2026\car_img_14.jpg; images\Arcfox KOALA S 2026\car_img_15.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arcfox,T 1,2026,"849,900 EGP",Plus,https://www.contactcars.com/en/new-cars/arcfox-t_1/bae837468588,images\Arcfox T 1 2026\car_img_1.jpg; images\Arcfox T 1 2026\car_img_2.jpg; images\Arcfox T 1 2026\car_img_3.jpg; images\Arcfox T 1 2026\car_img_4.jpg; images\Arcfox T 1 2026\car_img_5.jpg; images\Arcfox T 1 2026\car_img_6.jpg; images\Arcfox T 1 2026\car_img_7.jpg; images\Arcfox T 1 2026\car_img_8.jpg; images\Arcfox T 1 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arcfox,T 1,2026,"789,900 EGP",Pro,https://www.contactcars.com/en/new-cars/arcfox-t_1/f63981c2290f,images\Arcfox T 1 2026\car_img_1.jpg; images\Arcfox T 1 2026\car_img_2.jpg; images\Arcfox T 1 2026\car_img_3.jpg; images\Arcfox T 1 2026\car_img_4.jpg; images\Arcfox T 1 2026\car_img_5.jpg; images\Arcfox T 1 2026\car_img_6.jpg; images\Arcfox T 1 2026\car_img_7.jpg; images\Arcfox T 1 2026\car_img_8.jpg; images\Arcfox T 1 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,A3,2026,"2,300,000 EGP",Sportback S-Line,https://www.contactcars.com/en/new-cars/audi-a3/67956c761467,images\Audi A3 2026\car_img_1.jpg; images\Audi A3 2026\car_img_2.jpg; images\Audi A3 2026\car_img_3.jpg; images\Audi A3 2026\car_img_4.jpg; images\Audi A3 2026\car_img_5.jpg; images\Audi A3 2026\car_img_6.jpg; images\Audi A3 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,A3,2026,"2,400,000 EGP",Sedan S-Line,https://www.contactcars.com/en/new-cars/audi-a3/6dc8144e71ae,images\Audi A3 2026\car_img_1.jpg; images\Audi A3 2026\car_img_2.jpg; images\Audi A3 2026\car_img_3.jpg; images\Audi A3 2026\car_img_4.jpg; images\Audi A3 2026\car_img_5.jpg; images\Audi A3 2026\car_img_6.jpg; images\Audi A3 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,A5,2025,"4,400,000 EGP",S-Line Plus,https://www.contactcars.com/en/new-cars/audi-a5/3c0096ca19bd,images\Audi A5 2025\car_img_1.jpg; images\Audi A5 2025\car_img_2.jpg; images\Audi A5 2025\car_img_3.jpg; images\Audi A5 2025\car_img_4.jpg; images\Audi A5 2025\car_img_5.jpg; images\Audi A5 2025\car_img_6.jpg; images\Audi A5 2025\car_img_7.jpg; images\Audi A5 2025\car_img_8.jpg; images\Audi A5 2025\car_img_9.jpg; images\Audi A5 2025\car_img_10.jpg; images\Audi A5 2025\car_img_11.jpg; images\Audi A5 2025\car_img_12.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,A5,2025,"3,375,000 EGP",Advanced,https://www.contactcars.com/en/new-cars/audi-a5/3da5013dd142,images\Audi A5 2025\car_img_1.jpg; images\Audi A5 2025\car_img_2.jpg; images\Audi A5 2025\car_img_3.jpg; images\Audi A5 2025\car_img_4.jpg; images\Audi A5 2025\car_img_5.jpg; images\Audi A5 2025\car_img_6.jpg; images\Audi A5 2025\car_img_7.jpg; images\Audi A5 2025\car_img_8.jpg; images\Audi A5 2025\car_img_9.jpg; images\Audi A5 2025\car_img_10.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,A5,2025,"3,850,000 EGP",S-Line,https://www.contactcars.com/en/new-cars/audi-a5/889e3ad55010,images\Audi A5 2025\car_img_1.jpg; images\Audi A5 2025\car_img_2.jpg; images\Audi A5 2025\car_img_3.jpg; images\Audi A5 2025\car_img_4.jpg; images\Audi A5 2025\car_img_5.jpg; images\Audi A5 2025\car_img_6.jpg; images\Audi A5 2025\car_img_7.jpg; images\Audi A5 2025\car_img_8.jpg; images\Audi A5 2025\car_img_9.jpg; images\Audi A5 2025\car_img_10.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,A6,2024,"4,300,000 EGP",2.0 A/T S-Line,https://www.contactcars.com/en/new-cars/audi-a6/8fe5c153386c,images\Audi A6 2024\car_img_1.jpg; images\Audi A6 2024\car_img_2.jpg; images\Audi A6 2024\car_img_3.jpg; images\Audi A6 2024\car_img_4.jpg; images\Audi A6 2024\car_img_5.jpg; images\Audi A6 2024\car_img_6.jpg; images\Audi A6 2024\car_img_7.jpg,4733,1477,1386,2824,5,190/4200-6000,320/1450-4200,250,7٫9,63,6٫5,4,95,7
Audi,Q2,2026,"2,200,000 EGP",S-line,https://www.contactcars.com/en/new-cars/audi-q2/4f01ef5345bc,images\Audi Q2 2026\car_img_1.jpg; images\Audi Q2 2026\car_img_2.jpg; images\Audi Q2 2026\car_img_3.jpg; images\Audi Q2 2026\car_img_4.jpg; images\Audi Q2 2026\car_img_5.jpg; images\Audi Q2 2026\car_img_6.jpg; images\Audi Q2 2026\car_img_7.jpg; images\Audi Q2 2026\car_img_8.jpg,4191,1547,1508,2595,5,150/5000-6000,250/1500-3500,218,8٫8,50,5٫3,4,95,8
Audi,Q3,2026,"2,975,000 EGP",Sportback S-Line Black Package,https://www.contactcars.com/en/new-cars/audi-q3/048a6a4737cc,images\Audi Q3 2026\car_img_1.jpg; images\Audi Q3 2026\car_img_2.jpg; images\Audi Q3 2026\car_img_3.jpg; images\Audi Q3 2026\car_img_4.jpg; images\Audi Q3 2026\car_img_5.jpg; images\Audi Q3 2026\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q3,2026,"2,725,000 EGP",S-Line,https://www.contactcars.com/en/new-cars/audi-q3/9aa3e99aa8be,images\Audi Q3 2026\car_img_1.jpg; images\Audi Q3 2026\car_img_2.jpg; images\Audi Q3 2026\car_img_3.jpg; images\Audi Q3 2026\car_img_4.jpg; images\Audi Q3 2026\car_img_5.jpg; images\Audi Q3 2026\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q3,2026,"2,500,000 EGP",Advanced,https://www.contactcars.com/en/new-cars/audi-q3/a82173e1799e,images\Audi Q3 2026\car_img_1.jpg; images\Audi Q3 2026\car_img_2.jpg; images\Audi Q3 2026\car_img_3.jpg; images\Audi Q3 2026\car_img_4.jpg; images\Audi Q3 2026\car_img_5.jpg; images\Audi Q3 2026\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q3,2026,"2,900,000 EGP",Sportback S-Line,https://www.contactcars.com/en/new-cars/audi-q3/ff2570ea0d8c,images\Audi Q3 2026\car_img_1.jpg; images\Audi Q3 2026\car_img_2.jpg; images\Audi Q3 2026\car_img_3.jpg; images\Audi Q3 2026\car_img_4.jpg; images\Audi Q3 2026\car_img_5.jpg; images\Audi Q3 2026\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,https://www.contactcars.com/en/new-cars/audi-q4_e_tron/6aedeb13ddbb,images\NA\car_img_1.jpg; images\NA\car_img_2.jpg; images\NA\car_img_3.jpg; images\NA\car_img_4.jpg; images\NA\car_img_5.jpg; images\NA\car_img_6.jpg,4588,1865,1626,2765,5,N/A,N/A,N/A,N/A,N/A,14٫4,N/A,N/A,N/A
Audi,Q6 e-tron,2026,"4,100,000 EGP",Performance S-line,https://www.contactcars.com/en/new-cars/audi-q6_e_tron/9193c7b28056,images\Audi Q6 e-tron 2026\car_img_1.jpg; images\Audi Q6 e-tron 2026\car_img_2.jpg; images\Audi Q6 e-tron 2026\car_img_3.jpg; images\Audi Q6 e-tron 2026\car_img_4.jpg; images\Audi Q6 e-tron 2026\car_img_5.jpg; images\Audi Q6 e-tron 2026\car_img_6.jpg; images\Audi Q6 e-tron 2026\car_img_7.jpg; images\Audi Q6 e-tron 2026\car_img_8.jpg; images\Audi Q6 e-tron 2026\car_img_9.jpg; images\Audi Q6 e-tron 2026\car_img_10.jpg; images\Audi Q6 e-tron 2026\car_img_11.jpg; images\Audi Q6 e-tron 2026\car_img_12.jpg; images\Audi Q6 e-tron 2026\car_img_13.jpg; images\Audi Q6 e-tron 2026\car_img_14.jpg; images\Audi Q6 e-tron 2026\car_img_15.jpg; images\Audi Q6 e-tron 2026\car_img_16.jpg; images\Audi Q6 e-tron 2026\car_img_17.jpg,4771,1939,1648,2899,5,301,485,210,6٫6,N/A,N/A,N/A,N/A,N/A
Audi,Q7,2025,"5,750,000 EGP",S-Line Plus,https://www.contactcars.com/en/new-cars/audi-q7/1296b1200bbe,images\Audi Q7 2025\car_img_1.jpg; images\Audi Q7 2025\car_img_2.jpg; images\Audi Q7 2025\car_img_3.jpg; images\Audi Q7 2025\car_img_4.jpg; images\Audi Q7 2025\car_img_5.jpg; images\Audi Q7 2025\car_img_6.jpg; images\Audi Q7 2025\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q7,2025,"5,250,000 EGP",S-Line,https://www.contactcars.com/en/new-cars/audi-q7/3634ae024a21,images\Audi Q7 2025\car_img_1.jpg; images\Audi Q7 2025\car_img_2.jpg; images\Audi Q7 2025\car_img_3.jpg; images\Audi Q7 2025\car_img_4.jpg; images\Audi Q7 2025\car_img_5.jpg; images\Audi Q7 2025\car_img_6.jpg; images\Audi Q7 2025\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q8,2025,"7,100,000 EGP",S-Line,https://www.contactcars.com/en/new-cars/audi-q8/13eb1b0ba0d04fa88dd9790385e2c1ab,images\Audi Q8 2025\car_img_1.jpg; images\Audi Q8 2025\car_img_2.jpg; images\Audi Q8 2025\car_img_3.jpg; images\Audi Q8 2025\car_img_4.jpg; images\Audi Q8 2025\car_img_5.jpg; images\Audi Q8 2025\car_img_6.jpg; images\Audi Q8 2025\car_img_7.jpg; images\Audi Q8 2025\car_img_8.jpg; images\Audi Q8 2025\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q8,2025,"7,350,000 EGP",S-Line Plus,https://www.contactcars.com/en/new-cars/audi-q8/5d640c14d4714a398bd52d16e196a933,images\Audi Q8 2025\car_img_1.jpg; images\Audi Q8 2025\car_img_2.jpg; images\Audi Q8 2025\car_img_3.jpg; images\Audi Q8 2025\car_img_4.jpg; images\Audi Q8 2025\car_img_5.jpg; images\Audi Q8 2025\car_img_6.jpg; images\Audi Q8 2025\car_img_7.jpg; images\Audi Q8 2025\car_img_8.jpg; images\Audi Q8 2025\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q8 e-tron,2024,"4,990,000 EGP",SUV,https://www.contactcars.com/en/new-cars/audi-q8_e_tron/3093861f1083,images\Audi Q8 e-tron 2024\car_img_1.jpg; images\Audi Q8 e-tron 2024\car_img_2.jpg; images\Audi Q8 e-tron 2024\car_img_3.jpg; images\Audi Q8 e-tron 2024\car_img_4.jpg; images\Audi Q8 e-tron 2024\car_img_5.jpg; images\Audi Q8 e-tron 2024\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q8 e-tron,2024,"5,200,000 EGP",Sportback,https://www.contactcars.com/en/new-cars/audi-q8_e_tron/7337c400f95c,images\Audi Q8 e-tron 2024\car_img_1.jpg; images\Audi Q8 e-tron 2024\car_img_2.jpg; images\Audi Q8 e-tron 2024\car_img_3.jpg; images\Audi Q8 e-tron 2024\car_img_4.jpg; images\Audi Q8 e-tron 2024\car_img_5.jpg; images\Audi Q8 e-tron 2024\car_img_6.jpg; images\Audi Q8 e-tron 2024\car_img_7.jpg; images\Audi Q8 e-tron 2024\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q8 e-tron,2024,"5,350,000 EGP",Sportback With Virtual Mirrors,https://www.contactcars.com/en/new-cars/audi-q8_e_tron/7cc3aca29c43,images\Audi Q8 e-tron 2024\car_img_1.jpg; images\Audi Q8 e-tron 2024\car_img_2.jpg; images\Audi Q8 e-tron 2024\car_img_3.jpg; images\Audi Q8 e-tron 2024\car_img_4.jpg; images\Audi Q8 e-tron 2024\car_img_5.jpg; images\Audi Q8 e-tron 2024\car_img_6.jpg; images\Audi Q8 e-tron 2024\car_img_7.jpg; images\Audi Q8 e-tron 2024\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,Q8 e-tron,2024,"5,150,000 EGP",SUV With Virtual Mirrors,https://www.contactcars.com/en/new-cars/audi-q8_e_tron/9d192c69ef6e,images\Audi Q8 e-tron 2024\car_img_1.jpg; images\Audi Q8 e-tron 2024\car_img_2.jpg; images\Audi Q8 e-tron 2024\car_img_3.jpg; images\Audi Q8 e-tron 2024\car_img_4.jpg; images\Audi Q8 e-tron 2024\car_img_5.jpg; images\Audi Q8 e-tron 2024\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audi,RS e-tron GT,2025,"6,400,000 EGP",S-Line,https://www.contactcars.com/en/new-cars/audi-rs_e_tron_gt/0592500ce75b,images\Audi RS e-tron GT 2025\car_img_1.jpg; images\Audi RS e-tron GT 2025\car_img_2.jpg; images\Audi RS e-tron GT 2025\car_img_3.jpg; images\Audi RS e-tron GT 2025\car_img_4.jpg; images\Audi RS e-tron GT 2025\car_img_5.jpg; images\Audi RS e-tron GT 2025\car_img_6.jpg,4989,1964,1414,2900,N/A,N/A,N/A,250,N/A,N/A,N/A,N/A,N/A,N/A
Avatr,11,2026,"3,230,000 EGP",AWD 5 seats,https://www.contactcars.com/en/new-cars/avatr-11/65af84984974,images\Avatr 11 2026\car_img_1.jpg; images\Avatr 11 2026\car_img_2.jpg; images\Avatr 11 2026\car_img_3.jpg; images\Avatr 11 2026\car_img_4.jpg; images\Avatr 11 2026\car_img_5.jpg; images\Avatr 11 2026\car_img_6.jpg; images\Avatr 11 2026\car_img_7.jpg; images\Avatr 11 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avatr,11,2026,"3,430,000 EGP",AWD 4 seats,https://www.contactcars.com/en/new-cars/avatr-11/ab4b2521e09a,images\Avatr 11 2026\car_img_1.jpg; images\Avatr 11 2026\car_img_2.jpg; images\Avatr 11 2026\car_img_3.jpg; images\Avatr 11 2026\car_img_4.jpg; images\Avatr 11 2026\car_img_5.jpg; images\Avatr 11 2026\car_img_6.jpg; images\Avatr 11 2026\car_img_7.jpg; images\Avatr 11 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avatr,11,2026,"2,930,000 EGP",RWD 5 Seats,https://www.contactcars.com/en/new-cars/avatr-11/c9aae7d94998,images\Avatr 11 2026\car_img_1.jpg; images\Avatr 11 2026\car_img_2.jpg; images\Avatr 11 2026\car_img_3.jpg; images\Avatr 11 2026\car_img_4.jpg; images\Avatr 11 2026\car_img_5.jpg; images\Avatr 11 2026\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avatr,12,2026,"3,480,000 EGP",GT AWD 5 seats,https://www.contactcars.com/en/new-cars/avatr-12/0b0eb088eb20,images\Avatr 12 2026\car_img_1.jpg; images\Avatr 12 2026\car_img_2.jpg; images\Avatr 12 2026\car_img_3.jpg; images\Avatr 12 2026\car_img_4.jpg; images\Avatr 12 2026\car_img_5.jpg; images\Avatr 12 2026\car_img_6.jpg; images\Avatr 12 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avatr,12,2026,"2,990,000 EGP",Luxury AWD 5 seats,https://www.contactcars.com/en/new-cars/avatr-12/924d1eede9dc,images\Avatr 12 2026\car_img_1.jpg; images\Avatr 12 2026\car_img_2.jpg; images\Avatr 12 2026\car_img_3.jpg; images\Avatr 12 2026\car_img_4.jpg; images\Avatr 12 2026\car_img_5.jpg; images\Avatr 12 2026\car_img_6.jpg; images\Avatr 12 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BAIC,BJ30,2025,"1,575,000 EGP",Pro,https://www.contactcars.com/en/new-cars/baic-bj30/07b5976c3dd6,images\BAIC BJ30 2025\car_img_1.jpg; images\BAIC BJ30 2025\car_img_2.jpg; images\BAIC BJ30 2025\car_img_3.jpg; images\BAIC BJ30 2025\car_img_4.jpg; images\BAIC BJ30 2025\car_img_5.jpg; images\BAIC BJ30 2025\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
